# This is a submission template for batch deposit of 'Plant; version 1.0' samples to the NCBI BioSample database (http://www.ncbi.nlm.nih.gov/biosample/).																																
# GREEN fields are mandatory. Your submission will fail if any mandatory fields are not completed. If information is unavailable for any mandatory field, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# BLUE  fields indicate that at least one of those fields is mandatory. If information is unavailable, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# YELLOW fields are optional. Leave optional fields empty (or delete them) if no information is available.																																
# You can add any number of custom fields to fully describe your BioSamples, simply include them in the table.																																
# Hover over field name to view definition, or see http://www.ncbi.nlm.nih.gov/biosample/docs/attributes/.																																
# CAUTION: Be aware that Excel may automatically apply formatting to your data. In particular, take care with dates, incrementing autofills and special characters like / or -. Doublecheck that your text file is accurate before uploading to BioSample.																																
# TO MAKE A SUBMISSION: 																																
# 1. Complete this template table																																
# 2. Save the worksheet as a Text (Tab-delimited) file  -- (use 'File, Save as, Save as type: Text (Tab-delimited)' )																																
# 3. Upload the text file on the 'Attributes' tab of the BioSample Submission Portal at https://submit.ncbi.nlm.nih.gov/subs/biosample/. 																																
# If you have any questions, please contact us at biosamplehelp@ncbi.nlm.nih.gov.																																
# 																																
*sample_name	sample_title	bioproject_accession	*organism	isolate	cultivar	ecotype	age	dev_stage	*geo_loc_name	*tissue	biomaterial_provider	ploidy	cell_line	cell_type	collected_by	collection_date	culture_collection	disease	disease_stage	genotype	growth_protocol	height_or_length	isolation_source	lat_lon	phenotype	population	sample_type	sex	specimen_voucher	temp	treatment	description
KMS438	Leaf sample from Miscanthus sacchariflorus clone KMS438	PRJNA342314	Miscanthus sacchariflorus	KMS438				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.4021 N 128.4777 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS439	Leaf sample from Miscanthus sacchariflorus clone KMS439	PRJNA342314	Miscanthus sacchariflorus	KMS439				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.3946 N 128.4751 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS440	Leaf sample from Miscanthus sacchariflorus clone KMS440	PRJNA342314	Miscanthus sacchariflorus	KMS440				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.4487 N 128.462 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS441	Leaf sample from Miscanthus sacchariflorus clone KMS441	PRJNA342314	Miscanthus sacchariflorus	KMS441				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.6957 N 128.3224 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS442	Leaf sample from Miscanthus sacchariflorus clone KMS442	PRJNA342314	Miscanthus sacchariflorus	KMS442				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.6085 N 128.2536 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS443	Leaf sample from Miscanthus x giganteus clone KMS443	PRJNA342314	Miscanthus x giganteus	KMS443				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.6914 N 128.4349 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS444	Leaf sample from Miscanthus sacchariflorus clone KMS444	PRJNA342314	Miscanthus sacchariflorus	KMS444				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.8134 N 128.4725 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS445	Leaf sample from Miscanthus sacchariflorus clone KMS445	PRJNA342314	Miscanthus sacchariflorus	KMS445				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.4514 N 128.2148 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS446	Leaf sample from Miscanthus x giganteus clone KMS446	PRJNA342314	Miscanthus x giganteus	KMS446				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								36.1834 N 128.2191 E								Leaf shipped from Kangwon National University to University of Illinois, Urbana-Champaign for DNA extraction
KMS447	Leaf sample from Miscanthus sacchariflorus clone KMS447	PRJNA342314	Miscanthus sacchariflorus	KMS447				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.3853 N 128.6502 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS448	Leaf sample from Miscanthus x giganteus clone KMS448	PRJNA342314	Miscanthus x giganteus	KMS448				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.884 N 128.7849 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS449	Leaf sample from Miscanthus sacchariflorus clone KMS449	PRJNA342314	Miscanthus sacchariflorus	KMS449				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								36.2857 N 128.3646 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS450	Leaf sample from Miscanthus sacchariflorus clone KMS450	PRJNA342314	Miscanthus sacchariflorus	KMS450				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								36.2283 N 128.3328 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS451	Leaf sample from Miscanthus x giganteus clone KMS451	PRJNA342314	Miscanthus x giganteus	KMS451				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.9376 N 128.8418 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS452	Leaf sample from Miscanthus sacchariflorus clone KMS452	PRJNA342314	Miscanthus sacchariflorus	KMS452				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.4329 N 128.2558 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS453	Leaf sample from Miscanthus x giganteus clone KMS453	PRJNA342314	Miscanthus x giganteus	KMS453				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	17-Oct-2014								35.4531 N 128.2339 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS454	Leaf sample from Miscanthus x giganteus clone KMS454	PRJNA342314	Miscanthus x giganteus	KMS454				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	08-Nov-2014								38.0532 N 127.5702 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS455	Leaf sample from Miscanthus sacchariflorus clone KMS455	PRJNA342314	Miscanthus sacchariflorus	KMS455				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	08-Nov-2014								38.0847 N 127.4791 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS456	Leaf sample from Miscanthus x giganteus clone KMS456	PRJNA342314	Miscanthus x giganteus	KMS456				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								38.186 N 127.3583 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS457	Leaf sample from Miscanthus x giganteus clone KMS457	PRJNA342314	Miscanthus x giganteus	KMS457				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								38.1124 N 127.2906 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS458	Leaf sample from Miscanthus x giganteus clone KMS458	PRJNA342314	Miscanthus x giganteus	KMS458				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								37.85 N 127.2815 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS459	Leaf sample from Miscanthus x giganteus clone KMS459	PRJNA342314	Miscanthus x giganteus	KMS459				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								38.0194 N 127.2512 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS460	Leaf sample from Miscanthus sacchariflorus clone KMS460	PRJNA342314	Miscanthus sacchariflorus	KMS460				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	08-Nov-2014								38.0008 N 127.2465 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS461	Leaf sample from Miscanthus x giganteus clone KMS461	PRJNA342314	Miscanthus x giganteus	KMS461				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								37.9777 N 127.2455 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS462	Leaf sample from Miscanthus sacchariflorus clone KMS462	PRJNA342314	Miscanthus sacchariflorus	KMS462				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	08-Nov-2014								37.9399 N 127.2873 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS463	Leaf sample from Miscanthus x giganteus clone KMS463	PRJNA342314	Miscanthus x giganteus	KMS463				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								37.9257 N 127.2983 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS464	Leaf sample from Miscanthus x giganteus clone KMS464	PRJNA342314	Miscanthus x giganteus	KMS464				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								37.797 N 127.481 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS465	Leaf sample from Miscanthus sacchariflorus clone KMS465	PRJNA342314	Miscanthus sacchariflorus	KMS465				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	08-Nov-2014								38.0692 N 127.134 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS466	Leaf sample from Miscanthus x giganteus clone KMS466	PRJNA342314	Miscanthus x giganteus	KMS466				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	2x			Chang Yeon Yu	08-Nov-2014								37.7782 N 127.371 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS467	Leaf sample from Miscanthus sacchariflorus clone KMS467	PRJNA342314	Miscanthus sacchariflorus	KMS467				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	08-Nov-2014								37.7531 N 127.4343 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
KMS468	Leaf sample from Miscanthus sacchariflorus clone KMS468	PRJNA342314	Miscanthus sacchariflorus	KMS468				vegetative	South Korea	leaf	Chang Yeon Yu, Kangwon National University	4x			Chang Yeon Yu	08-Nov-2014								37.7721 N 127.4593 E								Rhizome collected in South Korea and shipped to New Energy Farms in Ontario, Canada for propagation.  Leaf collected at New Energy Farms and brought to University of Illinois, Urbana-Champaign for DNA extraction.
JY001	Leaf sample from Miscanthus sacchariflorus clone JY001	PRJNA342314	Miscanthus sacchariflorus	JY001				vegetative	China: Shuanglong reservoir, Zhuji , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Aug-2014								29.7911 N 120.097 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY002	Leaf sample from Miscanthus sinensis clone JY002	PRJNA342314	Miscanthus sinensis	JY002				vegetative	China: Xingfu reservoir, Zhuji , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	08-Aug-2014								29.7912 N 120.097 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY004	Leaf sample from Miscanthus sacchariflorus clone JY004	PRJNA342314	Miscanthus sacchariflorus	JY004				vegetative	China: Xingfu reservoir, Zhuji , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	09-Aug-2014								29.7915 N 120.0971 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY006	Leaf sample from Miscanthus sacchariflorus clone JY006	PRJNA342314	Miscanthus sacchariflorus	JY006				vegetative	China: Xingfu reservoir, Zhuji , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	09-Aug-2014								29.7938 N 120.0949 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY007	Leaf sample from Miscanthus sacchariflorus clone JY007	PRJNA342314	Miscanthus sacchariflorus	JY007				vegetative	China: Taihu lake, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	17-Aug-2014								30.9505 N 120.3766 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY008	Leaf sample from Miscanthus sacchariflorus clone JY008	PRJNA342314	Miscanthus sacchariflorus	JY008				vegetative	China: Taihu lake, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	17-Aug-2014								30.9505 N 120.3766 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY009	Leaf sample from Miscanthus sacchariflorus clone JY009	PRJNA342314	Miscanthus sacchariflorus	JY009				vegetative	China: Taihu lake, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	17-Aug-2014								30.95 N 120.3748 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY010	Leaf sample from Miscanthus sacchariflorus clone JY010	PRJNA342314	Miscanthus sacchariflorus	JY010				vegetative	China: Taihu lake, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	17-Aug-2014								30.9477 N 120.3696 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY011	Leaf sample from Miscanthus sacchariflorus clone JY011	PRJNA342314	Miscanthus sacchariflorus	JY011				vegetative	China: Taihu lake, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	17-Aug-2014								30.9477 N 120.3695 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY012	Leaf sample from Miscanthus sacchariflorus clone JY012	PRJNA342314	Miscanthus sacchariflorus	JY012				vegetative	China: Taihu lake, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	17-Aug-2014								30.9473 N 120.3695 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY013	Leaf sample from Miscanthus sacchariflorus clone JY013	PRJNA342314	Miscanthus sacchariflorus	JY013				vegetative	China: Taihu lake, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	17-Aug-2014								30.9266 N 120.2222 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY014	Leaf sample from Miscanthus sacchariflorus clone JY014	PRJNA342314	Miscanthus sacchariflorus	JY014				vegetative	China: field side, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University	3x			Xiaoli Jin	17-Aug-2014								30.9184 N 120.1318 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY015	Leaf sample from Miscanthus sacchariflorus clone JY015	PRJNA342314	Miscanthus sacchariflorus	JY015				vegetative	China: field side, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	17-Aug-2014								30.9183 N 120.1318 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY016	Leaf sample from Miscanthus sacchariflorus clone JY016	PRJNA342314	Miscanthus sacchariflorus	JY016				vegetative	China: road side, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	17-Aug-2014								30.9085 N 120.1194 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY017	Leaf sample from Miscanthus sacchariflorus clone JY017	PRJNA342314	Miscanthus sacchariflorus	JY017				vegetative	China: road side, Huzhou , Zhejiang	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	17-Aug-2014								30.9085 N 120.1191 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY018	Leaf sample from Miscanthus sacchariflorus clone JY018	PRJNA342314	Miscanthus sacchariflorus	JY018				vegetative	China: Maba town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1248 N 118.1595 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY019	Leaf sample from Miscanthus sacchariflorus clone JY019	PRJNA342314	Miscanthus sacchariflorus	JY019				vegetative	China: Maba town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1407 N 118.1463 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY021	Leaf sample from Miscanthus sacchariflorus clone JY021	PRJNA342314	Miscanthus sacchariflorus	JY021				vegetative	China: Maba town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1409 N 118.146 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY022	Leaf sample from Miscanthus sacchariflorus clone JY022	PRJNA342314	Miscanthus sacchariflorus	JY022				vegetative	China: Maba town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	18-Aug-2014								31.1411 N 118.1456 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY023	Leaf sample from Miscanthus sacchariflorus clone JY023	PRJNA342314	Miscanthus sacchariflorus	JY023				vegetative	China: Maba town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1506 N 118.132 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY024	Leaf sample from Miscanthus sacchariflorus clone JY024	PRJNA342314	Miscanthus sacchariflorus	JY024				vegetative	China: Xingang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1784 N 118.072 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY025	Leaf sample from Miscanthus sacchariflorus clone JY025	PRJNA342314	Miscanthus sacchariflorus	JY025				vegetative	China: Xingang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1865 N 118.0631 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY026	Leaf sample from Miscanthus sacchariflorus clone JY026	PRJNA342314	Miscanthus sacchariflorus	JY026				vegetative	China: Xingang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1682 N 118.0636 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY027	Leaf sample from Miscanthus sacchariflorus clone JY027	PRJNA342314	Miscanthus sacchariflorus	JY027				vegetative	China: Xingang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	18-Aug-2014								31.1732 N 118.062 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY028	Leaf sample from Miscanthus sacchariflorus clone JY028	PRJNA342314	Miscanthus sacchariflorus	JY028				vegetative	China: Xingang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1733 N 118.0633 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY030	Leaf sample from Miscanthus sacchariflorus clone JY030	PRJNA342314	Miscanthus sacchariflorus	JY030				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1674 N 118.0534 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY031	Leaf sample from Miscanthus sacchariflorus clone JY031	PRJNA342314	Miscanthus sacchariflorus	JY031				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1656 N 118.0451 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY032	Leaf sample from Miscanthus sacchariflorus clone JY032	PRJNA342314	Miscanthus sacchariflorus	JY032				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1032 N 118.0083 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY033	Leaf sample from Miscanthus sacchariflorus clone JY033	PRJNA342314	Miscanthus sacchariflorus	JY033				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.1032 N 118.008 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY034	Leaf sample from Miscanthus sacchariflorus clone JY034	PRJNA342314	Miscanthus sacchariflorus	JY034				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.0975 N 118.0237 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY035	Leaf sample from Miscanthus sacchariflorus clone JY035	PRJNA342314	Miscanthus sacchariflorus	JY035				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.096 N 118.0014 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY036	Leaf sample from Miscanthus sacchariflorus clone JY036	PRJNA342314	Miscanthus sacchariflorus	JY036				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.0753 N 117.9907 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY037	Leaf sample from Miscanthus sacchariflorus clone JY037	PRJNA342314	Miscanthus sacchariflorus	JY037				vegetative	China: Digang town,Fanchang county, Wuhu, Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.075 N 117.9913 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
